Accession	Name	Description	source	Filtered Spectra	Distinct Peptides	Coverage
P98082	DAB2	Disabled homolog 2 OS=Homo sapiens GN=DAB2 PE=1 SV=3	clasp_minus_rep1	10	8	39.6103896103896
P98082	DAB2	Disabled homolog 2 OS=Homo sapiens GN=DAB2 PE=1 SV=3	clasp_minus_rep2	7	7	39.6103896103896
P98082	DAB2	Disabled homolog 2 OS=Homo sapiens GN=DAB2 PE=1 SV=3	clasp_plus_rep1	8	7	39.6103896103896
P98082	DAB2	Disabled homolog 2 OS=Homo sapiens GN=DAB2 PE=1 SV=3	clasp_plus_rep2	12	10	39.6103896103896
P14868	DARS	Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens GN=DARS PE=1 SV=2	clasp_minus_rep1	21	16	69.2614770459082
P14868	DARS	Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens GN=DARS PE=1 SV=2	clasp_minus_rep2	20	17	69.2614770459082
P14868	DARS	Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens GN=DARS PE=1 SV=2	clasp_plus_rep1	23	19	69.2614770459081
P14868	DARS	Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens GN=DARS PE=1 SV=2	clasp_plus_rep2	22	20	69.2614770459081
P14868	DARS	Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens GN=DARS PE=1 SV=2	no4SU_plus_rep1	2	2	64.6706586826347
Q9NV06	DCAF13	DDB1- and CUL4-associated factor 13 OS=Homo sapiens GN=DCAF13 PE=1 SV=2	clasp_minus_rep1	5	5	28.7640449438202
Q9NV06	DCAF13	DDB1- and CUL4-associated factor 13 OS=Homo sapiens GN=DCAF13 PE=1 SV=2	clasp_minus_rep2	7	7	28.7640449438202
Q9NV06	DCAF13	DDB1- and CUL4-associated factor 13 OS=Homo sapiens GN=DCAF13 PE=1 SV=2	clasp_plus_rep1	8	8	28.7640449438202
Q9NV06	DCAF13	DDB1- and CUL4-associated factor 13 OS=Homo sapiens GN=DCAF13 PE=1 SV=2	clasp_plus_rep2	8	6	28.7640449438202
P81605	DCD	Dermcidin OS=Homo sapiens GN=DCD PE=1 SV=2	clasp_plus_rep2	2	2	34.5454545454545
Q9UJW0	DCTN4	Dynactin subunit 4 OS=Homo sapiens GN=DCTN4 PE=1 SV=1	clasp_plus_rep1	3	3	30.4347826086957
Q9UJW0	DCTN4	Dynactin subunit 4 OS=Homo sapiens GN=DCTN4 PE=1 SV=1	clasp_plus_rep2	4	2	30.4347826086957
Q16531	DDB1	DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1	clasp_minus_rep1	11	11	35.8771929824561
Q16531	DDB1	DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1	clasp_minus_rep2	14	14	35.8771929824561
Q16531	DDB1	DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1	clasp_plus_rep1	10	9	35.8771929824561
Q16531	DDB1	DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1	clasp_plus_rep2	13	13	35.8771929824561
Q92466	DDB2	DNA damage-binding protein 2 OS=Homo sapiens GN=DDB2 PE=1 SV=1	clasp_minus_rep2	2	2	32.5526932084309
Q92466	DDB2	DNA damage-binding protein 2 OS=Homo sapiens GN=DDB2 PE=1 SV=1	clasp_plus_rep2	4	4	32.5526932084309
P39656	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens GN=DDOST PE=1 SV=4	clasp_minus_rep1	4	4	37.9385964912281
P39656	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens GN=DDOST PE=1 SV=4	clasp_minus_rep2	5	5	37.9385964912281
P39656	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens GN=DDOST PE=1 SV=4	clasp_plus_rep1	6	6	37.9385964912281
P39656	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens GN=DDOST PE=1 SV=4	clasp_plus_rep2	5	5	37.9385964912281
Q92499	DDX1	ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2	clasp_minus_rep1	14	12	58.3783783783784
Q92499	DDX1	ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2	clasp_minus_rep2	16	14	58.3783783783784
Q92499	DDX1	ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2	clasp_plus_rep1	21	17	58.3783783783784
Q92499	DDX1	ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2	clasp_plus_rep2	21	18	58.3783783783784
Q13206	DDX10	Probable ATP-dependent RNA helicase DDX10 OS=Homo sapiens GN=DDX10 PE=1 SV=2	clasp_minus_rep1	7	7	35.6571428571429
Q13206	DDX10	Probable ATP-dependent RNA helicase DDX10 OS=Homo sapiens GN=DDX10 PE=1 SV=2	clasp_minus_rep2	8	8	35.6571428571429
Q13206	DDX10	Probable ATP-dependent RNA helicase DDX10 OS=Homo sapiens GN=DDX10 PE=1 SV=2	clasp_plus_rep1	14	14	35.6571428571429
Q13206	DDX10	Probable ATP-dependent RNA helicase DDX10 OS=Homo sapiens GN=DDX10 PE=1 SV=2	clasp_plus_rep2	13	12	35.6571428571429
Q92841	DDX17	Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=2	clasp_minus_rep1	8	7	22.9080932784636
Q92841	DDX17	Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=2	clasp_minus_rep2	7	7	22.9080932784636
Q92841	DDX17	Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=2	clasp_plus_rep1	10	10	22.9080932784636
Q92841	DDX17	Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=2	clasp_plus_rep2	12	11	22.9080932784636
Q9NVP1	DDX18	ATP-dependent RNA helicase DDX18 OS=Homo sapiens GN=DDX18 PE=1 SV=2	clasp_minus_rep1	20	17	55.3731343283582
Q9NVP1	DDX18	ATP-dependent RNA helicase DDX18 OS=Homo sapiens GN=DDX18 PE=1 SV=2	clasp_minus_rep2	12	11	55.3731343283582
Q9NVP1	DDX18	ATP-dependent RNA helicase DDX18 OS=Homo sapiens GN=DDX18 PE=1 SV=2	clasp_plus_rep1	22	18	55.3731343283582
Q9NVP1	DDX18	ATP-dependent RNA helicase DDX18 OS=Homo sapiens GN=DDX18 PE=1 SV=2	clasp_plus_rep2	24	20	55.3731343283582
Q9NR30	DDX21	Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5	clasp_minus_rep1	87	50	72.9246487867177
Q9NR30	DDX21	Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5	clasp_minus_rep2	79	47	72.9246487867177
Q9NR30	DDX21	Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5	clasp_plus_rep1	96	52	72.9246487867177
Q9NR30	DDX21	Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5	clasp_plus_rep2	109	60	72.9246487867177
Q9NR30	DDX21	Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5	no4SU_minus_rep2	11	9	75.095785440613
Q9NR30	DDX21	Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5	no4SU_plus_rep2	11	8	75.095785440613
Q9BUQ8	DDX23	Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens GN=DDX23 PE=1 SV=3	clasp_minus_rep1	16	15	50.2439024390244
Q9BUQ8	DDX23	Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens GN=DDX23 PE=1 SV=3	clasp_minus_rep2	9	8	50.2439024390244
Q9BUQ8	DDX23	Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens GN=DDX23 PE=1 SV=3	clasp_plus_rep1	19	19	50.2439024390244
Q9BUQ8	DDX23	Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens GN=DDX23 PE=1 SV=3	clasp_plus_rep2	30	28	50.2439024390244
Q9GZR7	DDX24	ATP-dependent RNA helicase DDX24 OS=Homo sapiens GN=DDX24 PE=1 SV=1	clasp_minus_rep1	10	9	39.697322467986
Q9GZR7	DDX24	ATP-dependent RNA helicase DDX24 OS=Homo sapiens GN=DDX24 PE=1 SV=1	clasp_minus_rep2	6	5	39.697322467986
Q9GZR7	DDX24	ATP-dependent RNA helicase DDX24 OS=Homo sapiens GN=DDX24 PE=1 SV=1	clasp_plus_rep1	12	11	39.697322467986
Q9GZR7	DDX24	ATP-dependent RNA helicase DDX24 OS=Homo sapiens GN=DDX24 PE=1 SV=1	clasp_plus_rep2	16	14	39.697322467986
Q96GQ7	DDX27	Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens GN=DDX27 PE=1 SV=2	clasp_minus_rep1	23	21	49.6231155778894
Q96GQ7	DDX27	Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens GN=DDX27 PE=1 SV=2	clasp_minus_rep2	22	20	49.6231155778894
Q96GQ7	DDX27	Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens GN=DDX27 PE=1 SV=2	clasp_plus_rep1	27	23	49.6231155778894
Q96GQ7	DDX27	Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens GN=DDX27 PE=1 SV=2	clasp_plus_rep2	33	26	49.6231155778894
Q9H8H2	DDX31	Probable ATP-dependent RNA helicase DDX31 OS=Homo sapiens GN=DDX31 PE=1 SV=2	clasp_minus_rep1	5	5	27.9670975323149
Q9H8H2	DDX31	Probable ATP-dependent RNA helicase DDX31 OS=Homo sapiens GN=DDX31 PE=1 SV=2	clasp_minus_rep2	2	2	27.9670975323149
Q9H8H2	DDX31	Probable ATP-dependent RNA helicase DDX31 OS=Homo sapiens GN=DDX31 PE=1 SV=2	clasp_plus_rep1	7	7	27.9670975323149
Q9H8H2	DDX31	Probable ATP-dependent RNA helicase DDX31 OS=Homo sapiens GN=DDX31 PE=1 SV=2	clasp_plus_rep2	9	9	27.9670975323149
O00571	DDX3X	ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	clasp_minus_rep1	29	22	63.595166163142
O00571	DDX3X	ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	clasp_minus_rep2	28	23	63.595166163142
O00571	DDX3X	ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	clasp_plus_rep1	37	27	63.595166163142
O00571	DDX3X	ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	clasp_plus_rep2	37	29	63.595166163142
O00571	DDX3X	ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	no4SU_minus_rep2	2	2	26.5861027190332
O00571	DDX3X	ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	no4SU_plus_rep2	2	2	26.5861027190332
Q86XP3	DDX42	ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1	clasp_minus_rep1	40	29	68.6567164179105
Q86XP3	DDX42	ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1	clasp_minus_rep2	45	34	68.6567164179105
Q86XP3	DDX42	ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1	clasp_plus_rep1	53	37	68.6567164179105
Q86XP3	DDX42	ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1	clasp_plus_rep2	54	39	68.6567164179105
Q86XP3	DDX42	ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1	no4SU_minus_rep2	8	6	43.3901918976546
Q86XP3	DDX42	ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1	no4SU_plus_rep2	8	7	43.3901918976546
Q7L014	DDX46	Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens GN=DDX46 PE=1 SV=2	clasp_minus_rep1	4	2	20.8535402521823
Q7L014	DDX46	Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens GN=DDX46 PE=1 SV=2	clasp_plus_rep1	4	3	20.8535402521823
Q7L014	DDX46	Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens GN=DDX46 PE=1 SV=2	clasp_plus_rep2	3	3	20.8535402521823
P17844	DDX5	Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1	clasp_minus_rep1	11	10	23.7785016286645
P17844	DDX5	Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1	clasp_minus_rep2	8	8	23.7785016286645
P17844	DDX5	Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1	clasp_plus_rep1	10	10	23.7785016286645
P17844	DDX5	Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1	clasp_plus_rep2	13	13	23.7785016286645
Q9BQ39	DDX50	ATP-dependent RNA helicase DDX50 OS=Homo sapiens GN=DDX50 PE=1 SV=1	clasp_minus_rep1	11	8	29.9864314789688
Q9BQ39	DDX50	ATP-dependent RNA helicase DDX50 OS=Homo sapiens GN=DDX50 PE=1 SV=1	clasp_minus_rep2	11	8	29.9864314789688
Q9BQ39	DDX50	ATP-dependent RNA helicase DDX50 OS=Homo sapiens GN=DDX50 PE=1 SV=1	clasp_plus_rep1	15	11	29.9864314789688
Q9BQ39	DDX50	ATP-dependent RNA helicase DDX50 OS=Homo sapiens GN=DDX50 PE=1 SV=1	clasp_plus_rep2	16	12	29.9864314789688
Q9Y2R4	DDX52	Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens GN=DDX52 PE=1 SV=3	clasp_minus_rep1	3	3	21.5358931552588
Q9Y2R4	DDX52	Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens GN=DDX52 PE=1 SV=3	clasp_minus_rep2	3	3	21.5358931552588
Q9Y2R4	DDX52	Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens GN=DDX52 PE=1 SV=3	clasp_plus_rep1	5	5	21.5358931552588
Q9Y2R4	DDX52	Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens GN=DDX52 PE=1 SV=3	clasp_plus_rep2	6	5	21.5358931552588
Q8TDD1	DDX54	ATP-dependent RNA helicase DDX54 OS=Homo sapiens GN=DDX54 PE=1 SV=2	clasp_minus_rep1	3	3	51.5323496027242
Q8TDD1	DDX54	ATP-dependent RNA helicase DDX54 OS=Homo sapiens GN=DDX54 PE=1 SV=2	clasp_plus_rep1	21	17	51.5323496027242
Q8TDD1	DDX54	ATP-dependent RNA helicase DDX54 OS=Homo sapiens GN=DDX54 PE=1 SV=2	clasp_plus_rep2	24	23	51.5323496027242
Q8TDD1	DDX54	ATP-dependent RNA helicase DDX54 OS=Homo sapiens GN=DDX54 PE=1 SV=2	no4SU_minus_rep2	3	3	43.3598183881952
Q9BUN8	DERL1	Derlin-1 OS=Homo sapiens GN=DERL1 PE=1 SV=1	clasp_minus_rep1	3	3	29.0836653386454
Q9BUN8	DERL1	Derlin-1 OS=Homo sapiens GN=DERL1 PE=1 SV=1	clasp_minus_rep2	3	3	29.0836653386454
Q9BUN8	DERL1	Derlin-1 OS=Homo sapiens GN=DERL1 PE=1 SV=1	clasp_plus_rep1	3	3	29.0836653386454
Q9BUN8	DERL1	Derlin-1 OS=Homo sapiens GN=DERL1 PE=1 SV=1	clasp_plus_rep2	2	2	29.0836653386454
O43143	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	clasp_minus_rep1	18	14	52.8301886792453
O43143	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	clasp_minus_rep2	18	16	52.8301886792453
O43143	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	clasp_plus_rep1	28	23	52.8301886792453
O43143	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	clasp_plus_rep2	24	20	52.8301886792453
O43143	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	no4SU_minus_rep2	3	3	31.8238993710692
O43143	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2	no4SU_plus_rep2	3	3	31.8238993710692
O60231	DHX16	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens GN=DHX16 PE=1 SV=2	clasp_minus_rep1	7	7	36.6954851104707
O60231	DHX16	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens GN=DHX16 PE=1 SV=2	clasp_minus_rep2	15	13	36.6954851104707
O60231	DHX16	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens GN=DHX16 PE=1 SV=2	clasp_plus_rep1	16	14	36.6954851104707
O60231	DHX16	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens GN=DHX16 PE=1 SV=2	clasp_plus_rep2	13	12	36.6954851104707
O60231	DHX16	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens GN=DHX16 PE=1 SV=2	no4SU_minus_rep2	2	2	20.3650336215178
Q7Z478	DHX29	ATP-dependent RNA helicase DHX29 OS=Homo sapiens GN=DHX29 PE=1 SV=2	clasp_minus_rep1	5	5	36.7421475529584
Q7Z478	DHX29	ATP-dependent RNA helicase DHX29 OS=Homo sapiens GN=DHX29 PE=1 SV=2	clasp_minus_rep2	10	10	36.7421475529584
Q7Z478	DHX29	ATP-dependent RNA helicase DHX29 OS=Homo sapiens GN=DHX29 PE=1 SV=2	clasp_plus_rep1	8	8	36.7421475529584
Q7Z478	DHX29	ATP-dependent RNA helicase DHX29 OS=Homo sapiens GN=DHX29 PE=1 SV=2	clasp_plus_rep2	13	13	36.7421475529584
Q7L2E3	DHX30	Putative ATP-dependent RNA helicase DHX30 OS=Homo sapiens GN=DHX30 PE=1 SV=1	clasp_minus_rep1	21	19	52.3450586264657
Q7L2E3	DHX30	Putative ATP-dependent RNA helicase DHX30 OS=Homo sapiens GN=DHX30 PE=1 SV=1	clasp_minus_rep2	25	24	52.3450586264657
Q7L2E3	DHX30	Putative ATP-dependent RNA helicase DHX30 OS=Homo sapiens GN=DHX30 PE=1 SV=1	clasp_plus_rep1	22	20	52.3450586264657
Q7L2E3	DHX30	Putative ATP-dependent RNA helicase DHX30 OS=Homo sapiens GN=DHX30 PE=1 SV=1	clasp_plus_rep2	28	26	52.3450586264657
Q7L2E3	DHX30	Putative ATP-dependent RNA helicase DHX30 OS=Homo sapiens GN=DHX30 PE=1 SV=1	no4SU_minus_rep2	2	2	41.3735343383585
Q9H2U1	DHX36	ATP-dependent RNA helicase DHX36 OS=Homo sapiens GN=DHX36 PE=1 SV=2	clasp_minus_rep1	6	5	24.5039682539683
Q9H2U1	DHX36	ATP-dependent RNA helicase DHX36 OS=Homo sapiens GN=DHX36 PE=1 SV=2	clasp_minus_rep2	6	6	24.5039682539683
Q9H2U1	DHX36	ATP-dependent RNA helicase DHX36 OS=Homo sapiens GN=DHX36 PE=1 SV=2	clasp_plus_rep1	8	7	24.5039682539683
Q9H2U1	DHX36	ATP-dependent RNA helicase DHX36 OS=Homo sapiens GN=DHX36 PE=1 SV=2	clasp_plus_rep2	8	8	24.5039682539683
Q8IY37	DHX37	Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens GN=DHX37 PE=1 SV=1	clasp_minus_rep1	4	4	22.8176318063959
Q8IY37	DHX37	Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens GN=DHX37 PE=1 SV=1	clasp_minus_rep2	6	5	22.8176318063959
Q8IY37	DHX37	Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens GN=DHX37 PE=1 SV=1	clasp_plus_rep1	4	4	22.8176318063959
Q8IY37	DHX37	Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens GN=DHX37 PE=1 SV=1	clasp_plus_rep2	5	5	22.8176318063959
Q92620	DHX38	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 OS=Homo sapiens GN=DHX38 PE=1 SV=2	clasp_minus_rep1	9	9	33.8223308883456
Q92620	DHX38	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 OS=Homo sapiens GN=DHX38 PE=1 SV=2	clasp_minus_rep2	11	10	33.8223308883456
Q92620	DHX38	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 OS=Homo sapiens GN=DHX38 PE=1 SV=2	clasp_plus_rep1	14	14	33.8223308883456
Q92620	DHX38	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 OS=Homo sapiens GN=DHX38 PE=1 SV=2	clasp_plus_rep2	18	18	33.8223308883456
Q14562	DHX8	ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1	clasp_minus_rep1	3	3	21.3114754098361
Q14562	DHX8	ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1	clasp_minus_rep2	5	5	21.3114754098361
Q14562	DHX8	ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1	clasp_plus_rep1	7	7	21.3114754098361
Q14562	DHX8	ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1	clasp_plus_rep2	5	5	21.3114754098361
Q08211	DHX9	ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4	clasp_minus_rep1	81	52	68.6614173228346
Q08211	DHX9	ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4	clasp_minus_rep2	91	60	68.6614173228346
Q08211	DHX9	ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4	clasp_plus_rep1	92	60	68.6614173228346
Q08211	DHX9	ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4	clasp_plus_rep2	104	66	68.6614173228345
Q08211	DHX9	ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4	no4SU_minus_rep1	4	4	68.5826771653543
Q08211	DHX9	ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4	no4SU_minus_rep2	41	29	67.9527559055118
Q08211	DHX9	ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4	no4SU_plus_rep1	4	4	68.5826771653543
Q08211	DHX9	ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4	no4SU_plus_rep2	33	23	67.9527559055118
Q68CQ4	DIEXF	Digestive organ expansion factor homolog OS=Homo sapiens GN=DIEXF PE=1 SV=2	clasp_minus_rep1	4	4	32.8042328042328
Q68CQ4	DIEXF	Digestive organ expansion factor homolog OS=Homo sapiens GN=DIEXF PE=1 SV=2	clasp_minus_rep2	4	4	32.8042328042328
Q68CQ4	DIEXF	Digestive organ expansion factor homolog OS=Homo sapiens GN=DIEXF PE=1 SV=2	clasp_plus_rep1	8	7	32.8042328042328
Q68CQ4	DIEXF	Digestive organ expansion factor homolog OS=Homo sapiens GN=DIEXF PE=1 SV=2	clasp_plus_rep2	10	9	32.8042328042328
Q9Y2L1	DIS3	Exosome complex exonuclease RRP44 OS=Homo sapiens GN=DIS3 PE=1 SV=2	clasp_minus_rep1	10	10	39.1440501043841
Q9Y2L1	DIS3	Exosome complex exonuclease RRP44 OS=Homo sapiens GN=DIS3 PE=1 SV=2	clasp_minus_rep2	15	14	39.1440501043841
Q9Y2L1	DIS3	Exosome complex exonuclease RRP44 OS=Homo sapiens GN=DIS3 PE=1 SV=2	clasp_plus_rep1	13	12	39.1440501043841
Q9Y2L1	DIS3	Exosome complex exonuclease RRP44 OS=Homo sapiens GN=DIS3 PE=1 SV=2	clasp_plus_rep2	19	14	39.1440501043841
Q9Y2L1	DIS3	Exosome complex exonuclease RRP44 OS=Homo sapiens GN=DIS3 PE=1 SV=2	no4SU_minus_rep2	2	2	27.5574112734864
O60832	DKC1	H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3	clasp_minus_rep1	9	8	42.0233463035019
O60832	DKC1	H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3	clasp_minus_rep2	5	4	42.0233463035019
O60832	DKC1	H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3	clasp_plus_rep1	16	12	42.023346303502
O60832	DKC1	H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3	clasp_plus_rep2	16	14	42.023346303502
Q15398	DLGAP5	Disks large-associated protein 5 OS=Homo sapiens GN=DLGAP5 PE=1 SV=2	clasp_minus_rep1	4	4	27.7777777777778
Q15398	DLGAP5	Disks large-associated protein 5 OS=Homo sapiens GN=DLGAP5 PE=1 SV=2	clasp_minus_rep2	5	5	27.7777777777778
Q15398	DLGAP5	Disks large-associated protein 5 OS=Homo sapiens GN=DLGAP5 PE=1 SV=2	clasp_plus_rep1	7	7	27.7777777777778
Q15398	DLGAP5	Disks large-associated protein 5 OS=Homo sapiens GN=DLGAP5 PE=1 SV=2	clasp_plus_rep2	8	7	27.7777777777778
Q8IXB1	DNAJC10	DnaJ homolog subfamily C member 10 OS=Homo sapiens GN=DNAJC10 PE=1 SV=2	clasp_minus_rep1	3	3	25.9773013871374
Q8IXB1	DNAJC10	DnaJ homolog subfamily C member 10 OS=Homo sapiens GN=DNAJC10 PE=1 SV=2	clasp_minus_rep2	4	4	25.9773013871375
Q8IXB1	DNAJC10	DnaJ homolog subfamily C member 10 OS=Homo sapiens GN=DNAJC10 PE=1 SV=2	clasp_plus_rep1	6	6	25.9773013871375
Q8IXB1	DNAJC10	DnaJ homolog subfamily C member 10 OS=Homo sapiens GN=DNAJC10 PE=1 SV=2	clasp_plus_rep2	9	9	25.9773013871375
Q05193	DNM1	Dynamin-1 OS=Homo sapiens GN=DNM1 PE=1 SV=2	clasp_minus_rep1	21	17	56.7129629629629
Q05193	DNM1	Dynamin-1 OS=Homo sapiens GN=DNM1 PE=1 SV=2	clasp_minus_rep2	28	22	56.712962962963
Q05193	DNM1	Dynamin-1 OS=Homo sapiens GN=DNM1 PE=1 SV=2	clasp_plus_rep1	36	28	56.712962962963
Q05193	DNM1	Dynamin-1 OS=Homo sapiens GN=DNM1 PE=1 SV=2	clasp_plus_rep2	27	24	56.712962962963
Q05193	DNM1	Dynamin-1 OS=Homo sapiens GN=DNM1 PE=1 SV=2	no4SU_minus_rep2	3	3	32.5231481481481
Q05193	DNM1	Dynamin-1 OS=Homo sapiens GN=DNM1 PE=1 SV=2	no4SU_plus_rep2	3	3	32.5231481481481
P50570	DNM2	Dynamin-2 OS=Homo sapiens GN=DNM2 PE=1 SV=2	clasp_minus_rep1	22	17	53.2183908045977
P50570	DNM2	Dynamin-2 OS=Homo sapiens GN=DNM2 PE=1 SV=2	clasp_minus_rep2	22	19	53.2183908045977
